division,polling_place_name,address,extra_info,lon,lat,state
CONDAMINE,Westbrook,"Bunkers Hill State School, 315 Bunkers Hill School Road, WESTBROOK",Full Wheelchair Access,151.833753,-27.606272,QLD
BUDERIM,Mountain Creek South,"Brightwater State School, 20 Dianella Drive, Mountain Creek",Assisted Wheelchair Access,153.111359,-26.710452,QLD
WARREGO,The Gums,"The Gums State School, 12051 Coomrith Road, THE GUMS",,150.199462,-27.341303,QLD
SOUTHERN DOWNS,Dalveen,"Dalveen State School, 40 Pine Crescent, DALVEEN",Full Wheelchair Access,151.973083,-28.490221,QLD
"MIRANI, ROCKHAMPTON",Rockhampton High,"Rockhampton State High School, Campbell Street, WANDAL",Assisted Wheelchair Access,150.499748,-23.369594,QLD
BROADWATER,Paradise Lakes,"Marj Shipman Community Hall, 91 Hansford Road, COOMBABAH",Full Wheelchair Access,153.378924,-27.898967,QLD
HINCHINBROOK,Bluewater,"Bluewater State School, Buckby Street, BLUEWATER",Full Wheelchair Access,146.555846,-19.175134,QLD
BUDERIM,Buderim South,"Fusion Alcooringa Centre, 176 Ballinger Road, BUDERIM",Full Wheelchair Access,153.06645,-26.701392,QLD
"BURLEIGH, CURRUMBIN",Elanora,"Elanora State School, K P McGrath Drive, ELANORA",Full Wheelchair Access,153.465347,-28.129641,QLD
GLADSTONE,Yarroon Street,"P C Y C, Yarroon Street, GLADSTONE",Full Wheelchair Access,151.250626,-23.843954,QLD
"KURWONGBAH, PINE RIVERS",Bray Park,"Bray Park State School, 5 Hopetoun Street, BRAY PARK",Full Wheelchair Access,152.975408,-27.292288,QLD
MILLER,Graceville West,"Graceville Presbyterian Church, 10 Bank Road, Graceville",Assisted Wheelchair Access,152.975585,-27.521976,QLD
"NUDGEE, STAFFORD",Wavell,"St Paschal's Parish Hall, 30 Warraba Avenue, Wavell Heights",Assisted Wheelchair Access,153.040058,-27.393649,QLD
NICKLIN,Federal,"Federal State School, 40 Middle Creek Road, FEDERAL",Full Wheelchair Access,152.794032,-26.393033,QLD
IPSWICH,Silkstone,"Silkstone State School, Prospect Street, SILKSTONE",Full Wheelchair Access,152.784308,-27.618932,QLD
"BUDERIM, KAWANA",Sippy Downs,"Siena Catholic College, 60 Sippy Downs Drive, SIPPY DOWNS",Full Wheelchair Access,153.0575,-26.716768,QLD
MAROOCHYDORE,Pacific Paradise,"Pacific Paradise State School, 14-24 Menzies Drive, PACIFIC PARADISE",Full Wheelchair Access,153.080449,-26.612932,QLD
MARYBOROUGH,Boonooroo,"Coast Guard Base Station, 126 Eckert Road, BOONOOROO",Full Wheelchair Access,152.888017,-25.672667,QLD
WARREGO,Roma School,"Roma Junior School, 28 Bowen Street, ROMA",Assisted Wheelchair Access,148.787241,-26.574029,QLD
"CHATSWORTH, MANSFIELD",Belmont,"Belmont State School Hall, 1275 Old Cleveland Road, CARINDALE",Full Wheelchair Access,153.113823,-27.503956,QLD
MARYBOROUGH,North Street,"Guides Hall, 73 North Street, NEWTOWN",Assisted Wheelchair Access,152.700952,-25.52863,QLD
MILLER,Annerley South,"Our Lady's College Library, 15 Chester Road, ANNERLEY",Assisted Wheelchair Access,153.03149,-27.515553,QLD
MOUNT OMMANEY,Sinnamon,"Girl Guides Hall, Goggs Road, JINDALEE",,152.949032,-27.534142,QLD
"CONDAMINE, NANANGO",Crows Nest,"Crows Nest State School, 1 Littleton Street, Crows Nest",Assisted Wheelchair Access,152.051022,-27.265292,QLD
LOCKYER,Upper Tenthill,"Baptist Church Hall, 979 Tenthill Creek Road, UPPER TENTHILL",Assisted Wheelchair Access,152.217314,-27.633809,QLD
CALLIDE,Biloela,"Biloela State School, 48 Rainbow Street, BILOELA",Full Wheelchair Access,150.51615,-24.398364,QLD
LOCKYER,Mount Sylvia,"Mount Sylvia State School, 6 Left Hand Branch Road, MOUNT SYLVIA",,152.223808,-27.722927,QLD
All Districts,Southport All-Districts Centre,"Ashmore Centre, 345 Southport-Nerang Road, Molendinar",Full Wheelchair Access,153.378046,-27.979608,QLD
PINE RIVERS,Closeburn,"Cedar Creek Public Hall, 2 Andrew Road, CLOSEBURN",,152.864901,-27.325713,QLD
ROCKHAMPTON,Depot Hill,"Pre-School Centre, O'Connell Street, DEPOT HILL",Assisted Wheelchair Access,150.518087,-23.395892,QLD
"HILL, HINCHINBROOK",Lower Tully,"Lower Tully State School, 6 Collins Road, LOWER TULLY",Full Wheelchair Access,146.000919,-17.995468,QLD
WARREGO,Hebel,"Hebel State School, 41 Maud Street, HEBEL",Full Wheelchair Access,147.790559,-28.971052,QLD
TRAEGER,Karumba,"Karumba State School, 5 Yappar Street, KARUMBA",Full Wheelchair Access,140.840757,-17.482889,QLD
"HINCHINBROOK, MUNDINGBURRA, THURINGOWA, TOWNSVILLE",Kirwan High,"Kirwan State High School, Hudson Street, KIRWAN",Assisted Wheelchair Access,146.734412,-19.309974,QLD
PUMICESTONE,Bongaree,"Bribie Island Recreational Grounds, 156-206 First Avenue, BONGAREE",Assisted Wheelchair Access,153.175971,-27.081295,QLD
SANDGATE,Bracken Ridge,"Bracken Ridge State School, Denham Street, BRACKEN RIDGE",Full Wheelchair Access,153.042044,-27.324475,QLD
"COOMERA, LOGAN, MACALISTER",Windaroo Valley,"Windaroo Valley State High School, 240 Beaudesert-Beenleigh Road, BAHRS SCRUB",Assisted Wheelchair Access,153.190186,-27.74028,QLD
"BURLEIGH, CURRUMBIN",Palm Beach,"Share-N-Care Centre, Tenth Avenue, PALM BEACH",Full Wheelchair Access,153.467972,-28.118153,QLD
HILL,Mount Garnet,"QCWA Hall, Garnet Street, MOUNT GARNET",,145.116885,-17.677702,QLD
WARREGO,Kaimkillenbun,"Kaimkillenbun State School, Messenger Street, KAIMKILLENBUN",Full Wheelchair Access,151.432071,-27.058299,QLD
"GLASS HOUSE, NICKLIN",Mapleton,"Mapleton State School, 24 Flaxton Drive, MAPLETON",Full Wheelchair Access,152.865728,-26.625886,QLD
CALLIDE,Bell,"Bell State School, 90 Dennis Street, BELL",Full Wheelchair Access,151.45267,-26.939649,QLD
"KURWONGBAH, PINE RIVERS",Strathpine,"Pine Rivers State High School (Community Hall), Ash Court, STRATHPINE",Full Wheelchair Access,152.98898,-27.296399,QLD
MAIWAR,Ironside,"Ironside State School, 2 Hawken Drive, ST LUCIA",Assisted Wheelchair Access,152.99626,-27.500578,QLD
"ALGESTER, INALA",Forest Lake,"Forest Lake State School, Kauri Place, FOREST LAKE",Assisted Wheelchair Access,152.958548,-27.613344,QLD
THURINGOWA,Condon,"Thuringowa State High School, Vickers Road, CONDON",Assisted Wheelchair Access,146.718432,-19.337573,QLD
PUMICESTONE,Woorim,"Bribie Island Surf Lifesaving Clubhouse, 2 First Avenue, WOORIM",Full Wheelchair Access,153.204657,-27.069776,QLD
"BUDERIM, MAROOCHYDORE",Mooloolaba,"Mooloolaba State School, 15 Meta Street, MOOLOOLABA",Assisted Wheelchair Access,153.114993,-26.677798,QLD
All Districts,Townsville All-Districts Centre,"Hyde Park Centre, Shop 9, 36 Woolcock Street, HYDE PARK",Assisted Wheelchair Access,146.794571,-19.271923,QLD
BULIMBA,Hawthorne,"Morningside State School, Pashen Street, MORNINGSIDE",Assisted Wheelchair Access,153.066322,-27.464576,QLD
BULIMBA,Cannon Hill,"Oliver Plunket Centre, 17 Beauvardia Street, CANNON HILL",Full Wheelchair Access,153.084488,-27.469906,QLD
BULIMBA,Seven Hills,"Seven Hills State School, 152 D'Arcy Road, SEVEN HILLS",Assisted Wheelchair Access,153.074707,-27.4794,QLD
BULIMBA,Morningside,"Uniting Church Hall, 43 Thynne Road, MORNINGSIDE",Full Wheelchair Access,153.070662,-27.467999,QLD
MCCONNEL,St Pauls Terrace,"Brisbane Central State School, Rogers Street, SPRING HILL",Full Wheelchair Access,153.027791,-27.459126,QLD
MCCONNEL,Fortitude Valley,"Trinity Church Hall, 9 Church Street, FORTITUDE VALLEY",Assisted Wheelchair Access,153.037858,-27.453962,QLD
NINDERRY,Bli Bli,"Bli Bli State School, 12-38 School Road, BLI BLI",Full Wheelchair Access,153.032103,-26.615058,QLD
NOOSA,Noosa Junction,"Sunshine Beach State School, Bicentennial Drive, SUNSHINE BEACH",Full Wheelchair Access,153.100927,-26.402063,QLD
MCCONNEL,New Farm School,"New Farm State School, Cnr James & Heal Streets, NEW FARM",Full Wheelchair Access,153.045421,-27.460497,QLD
BULIMBA,Norman Park School,"Norman Park State School, 53 Hipwood Street, NORMAN PARK",Assisted Wheelchair Access,-27.47434,-27.474257,QLD
