stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,wheelchairaccess,entrancesdesc,polling_place_type,booth_info,opening_hours,premises,address,polling_place_name,division,state,ess_stall_id,ess_stall_url
,153.034,FALSE,FALSE,FALSE,FALSE,,,,-27.8352,,,,,Assisted,Access from East Street - 2 Vehicle Gate s (1 for Vehicle Entry and 1 for Vehicle  Exit).,,,,Emmaus College,"Emmaus College, 48 East St, JIMBOOMBA, QLD 4280",Jimboomba East,Wright,QLD,,
,152.843555,FALSE,FALSE,FALSE,FALSE,,,,-28.093292,,,,,None,Entrance to polling place:  Main door to Community Hall. Entrance to grounds:  Grounds not fenced Entrance on Ogilvie Place.,,,,Kooralbyn Community Centre,"Kooralbyn Community Centre, Ogilvie Place, KOORALBYN, QLD 4285",Kooralbyn,Wright,QLD,,
,152.056471,FALSE,TRUE,FALSE,FALSE,2016-07-02 00:17:14.380519+00,2016-07-02 00:17:14.380519+00,,-27.459968,,,,{},Assisted,,,,,Murphys Creek Community Centre,"Murphys Creek Community Centre, 18 Jessie Lane, MURPHYS CREEK, QLD 4352",Murphys Creek,Wright,QLD,,
"Sausages, baked goods",152.623,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:53:59.986681+00,2016-07-02 03:53:59.986681+00,,-27.9424,Kalbar State School,,,{},Assisted,Entrance to polling place: Door to the r ight of the ramp. Entrance to grounds: Pedestrian access i mmediately to the left of the Assembly Hall. Vechicle access to the right of Assembly Hall opposite Eagle Street. No pedestrian or vehicle access via Wei nholt St,State School,,,Kalbar State School,"Kalbar State School, George St, KALBAR, QLD 4309",Kalbar,Wright,QLD,4169,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4169/Kalbar/no
"Sausage in Bread, Drinks",145.0339893,TRUE,FALSE,FALSE,TRUE,2016-07-02 07:31:13.852943+00,2016-06-25 07:45:29.918383+00,,-37.805164,Kew Primary School Sausage Sizzle,,Election Sausage Sizzle,{},Assisted,Pakington St gate Peel St gate,Public School,,,Kew Primary School,"Kew Primary School, Peel Street, KEW, VIC 3101",Kew,Kooyong,VIC,2540,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2540/Kew-Primary-School-Kew-Primary-School-Sausage-Sizzle/no
,138.78258,FALSE,FALSE,FALSE,FALSE,,,,-34.080953,,,,,None,entry via reception,Public School,,,Saddleworth Primary School,"Saddleworth Primary School, 7 Saddle Rd, SADDLEWORTH, SA 5413",Saddleworth,Wakefield,SA,,
"Sausages, Egg and Bacon roll and drinks",147.174,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:51:07.316824+00,2016-07-02 03:51:07.316824+00,,-41.4621,Norwood Primary Sausage Sizzle,,,"{""has_bacon_and_eggs"":true}",Assisted,Front and rear entrances to Multipurpose Hall,Public School,,,Norwood Primary School,"Norwood Primary School, 103 Norwood Ave, NORWOOD, TAS 7250",Norwood,Bass,TAS,4244,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4244/Norwood/no
,118.4869051,FALSE,FALSE,FALSE,FALSE,,,,-33.9639889,,,,,Assisted,entrance to school property,Public School,,,Ongerup Primary School,"Ongerup Primary School, 97 Lamont St, ONGERUP, WA 6336",Ongerup,O'Connor,WA,,
Providing delicious freshly made Bacon/Egg Rolls and Sausage sizzles!  Fancy something sweeter?  Then visit the cake stall!  We have a coffee van too!,115.754,FALSE,FALSE,FALSE,TRUE,2016-06-28 14:13:54.863551+00,2016-06-25 07:44:03.428554+00,,-31.8137,Hillarys Primary School P&C Sizzle & Cake Stall,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Assisted,Entry to polling place: 2 entrances off Lymburner Drive. Carpark is near Oliver St intersection.,Public School,,,Hillarys Primary School,"Hillarys Primary School, 75 Lymburner Dr, HILLARYS, WA 6025",Hillarys,Moore,WA,2591,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2591/Hillarys-Primary-School-Hillarys-Primary-School-Sizzle/no
,145.037,FALSE,FALSE,FALSE,FALSE,,,,-37.9744,,,,,Assisted,Entrance to school: via gates at McDonald St.,Public School,,,Beaumaris North Primary School,"Beaumaris North Primary School, McDonald Street, BEAUMARIS, VIC 3193",Beaumaris North,Goldstein,VIC,,
,151.383,FALSE,FALSE,FALSE,FALSE,,,,-33.4653,,,,,Assisted,Main Entry and Drive in Bungoona Rd. Ano ther gate in Kincumber St.,Public School,,,Kincumber High School,"Kincumber High School, Bungoona Rd, KINCUMBER, NSW 2251",Kincumber Central,Robertson,NSW,,
,153.3179426,FALSE,FALSE,FALSE,FALSE,,,,-27.9413937,,,,,Assisted,Gate in Santa Isobel blvd,,,,Pacific Pines High School,"Pacific Pines High School, Santa Isobel Blvd, PACIFIC PINES, QLD 4211",Pacific Pines (Wright),Wright,QLD,,
,116.676,FALSE,FALSE,FALSE,FALSE,,,,-31.6503,,,,,Assisted,"Main access & parking, both on street pa rking and staff carpark via Duke Street",Public School,,,Northam Primary School,"Northam Primary School, Duke Street East, NORTHAM, WA 6401",Northam East,Pearce,WA,,
,153.328,FALSE,TRUE,FALSE,FALSE,2016-07-02 04:31:43.596216+00,2016-07-02 04:31:43.596216+00,,-28.0018,,,Twitter,{},None,Driveway into busdrop off in Weedons Rd Pathway from the carpark to the Hall,Public School,,,Nerang State High School,"Nerang State High School, Weedons Rd, NERANG, QLD 4211",Nerang West (Wright),Wright,QLD,,
,152.419402,FALSE,FALSE,FALSE,FALSE,,,,-27.568633,,,,,None,"Entrance to Polling Place:  Main door to School Hall. Entrance to grounds:  Grounds not fenced Driveway off Faith Avenue, parking adjacent to hall.",,,,Faith Lutheran College,"Faith Lutheran College, 5 Faith Ave, PLAINLAND, QLD 4341",Plainland,Wright,QLD,,
,152.4272731,FALSE,FALSE,FALSE,FALSE,,,,-27.4791406,,,,,Assisted,Entrance to polling place:  Main door to Multi Purpose Hall. Entrance to grounds: Main gate on Turpin Road.  All other gates will be locked.,State School,,,Kentville State School,"Kentville State School, Turpin Rd, KENTVILLE, QLD 4341",Kentville,Wright,QLD,,
"Sausages, Cakes, Biscuits, Drinks",138.573518,FALSE,FALSE,TRUE,TRUE,2016-07-01 06:23:26.960041+00,2016-07-01 06:23:26.960041+00,,-34.960414,BFPS Elelction Day Sausage Sizzle,,User-submitted,{},Assisted,Alternative access via Oban Ave,Public School,,,Black Forest Primary School,"Black Forest Primary School, 679 South Rd, BLACK FOREST, SA 5035",Black Forest (Adelaide),Adelaide,SA,,
"Drinks, sausages, veggie sausages   Baked goods ",138.581904,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:53:52.370728+00,2016-07-02 03:53:52.370728+00,,-34.898096,Food Work Sausage sizzle ,,,"{""has_bacon_and_eggs"":true}",Assisted,,,,,Immaculate Heart of St Mary's Primary School,"Immaculate Heart of St Mary's Primary School, 95 East St, BROMPTON, SA 5007",Brompton,Adelaide,SA,4324,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4324/Brompton/no
,138.632,FALSE,TRUE,FALSE,FALSE,2016-07-01 23:52:53.785144+00,2016-07-01 23:52:53.785144+00,,-34.9345,,,Twitter,{},Assisted,Stuart Rd,Church,,,St Peter Claver's Church,"St Peter Claver's Church, 1A Stuart Road, DULWICH, SA 5065",Dulwich,Adelaide,SA,,
,138.516891,FALSE,FALSE,FALSE,FALSE,,,,-34.8488009,,,,,Assisted,,Other,,,"Level 3, 1 King William St","Level 3, 1 King William St, , ADELAIDE, SA 5000",Adelaide,Adelaide,SA,,
,153.19,FALSE,FALSE,FALSE,FALSE,,,,-27.933,,,,,Assisted,Access from Holt Road - 1 Pedestrian Gat e and 1 Vehicle Gate.,Public School,,,Tamborine Mountain State High School,"Tamborine Mountain State High School, Holt Rd, TAMBORINE MOUNTAIN, QLD 4272",Tamborine North,Wright,QLD,,
"sausages, egg and bacon rolls!!!",138.604438,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:00:20.276633+00,2016-07-01 12:21:31.357797+00,http://www.gillesstps.sa.edu.au,-34.934185,sausage sizzle!!,,User-submitted,"{""has_bacon_and_eggs"":true}",Assisted,Gilles St,Public School,,,Gilles St Primary School,"Gilles St Primary School, 91 Gilles St, ADELAIDE, SA 5000",Adelaide South,Adelaide,SA,,
"BBQ sausages, bacon and egg sandwiches, cakes, drinks.",138.60935,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:53:57.971208+00,2016-07-02 03:53:57.971208+00,,-34.92788,High school sausage sizzle,,,"{""has_bacon_and_eggs"":true}",None,Wakefield St,Private School,,,Christian Brothers College,"Christian Brothers College, 214 Wakefield St, ADELAIDE, SA 5000",Adelaide East,Adelaide,SA,4205,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4205/Adelaide-East/no
"Come to Clarence Park Community Centre to vote and on your way in see our fabulous kindys stall. Sausage Sizzle, Lemonade (using juice squeezed by the kids), election-themed baked goods that will give you a chuckle and lots of other little goodies! ",138.5810571,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:53:54.978604+00,2016-07-02 03:53:54.978604+00,,-34.9605504,Clarence Park Kindy @ Clarence Park Community Ctr,,,{},Assisted,Enter from Canterbury Tce,Community Hall,,,Clarence Park Community Centre,"Clarence Park Community Centre, 72-74 East Ave,  BLACK FOREST, SA 5035",Black Forest East,Adelaide,SA,3896,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3896/Black-Forest-East/no
,138.599,FALSE,FALSE,FALSE,FALSE,,,,-34.8542,,,,,Assisted,Alternative access via Stanley Ave,,,,Blair Athol North School,"Blair Athol North School, 5 Marmion Ave, BLAIR ATHOL, SA 5084",Blair Athol,Adelaide,SA,,
,153.125,FALSE,FALSE,FALSE,TRUE,2016-07-02 04:26:43.732487+00,2016-07-02 04:26:43.732487+00,,-27.8763,,,Twitter,{},Assisted,Access from Waterford-Tamborine Road - 1  Vehicle Entrance - No Gates - Grounds o nly partially fenced.,Community Hall,,,Tamborine Memorial Hall,"Tamborine Memorial Hall, 2680-2726 Waterford-Tamborine Rd, TAMBORINE, QLD 4270",Tamborine,Wright,QLD,,
,153.1985794,FALSE,FALSE,FALSE,FALSE,,,,-27.9703956,,,,,Assisted,Access from School Road - 1 Pedestrian G ate and 1 Vehicle Gate.,State School,,,St. Bernard State School,"St. Bernard State School, 1-19 School Rd, TAMBORINE MOUNTAIN, QLD 4272",St. Bernard,Wright,QLD,,
,152.22,FALSE,FALSE,FALSE,FALSE,,,,-27.6339,,,,,Assisted,Entrance to polling place:  Main door to Church. Entrance to the grounds on Tentill Creek Rd. Grounds are grassed and not fenced.,Church,,,Tenthill Baptist Church,"Tenthill Baptist Church, 979 Tenthill Creek Rd, UPPER TENTHILL, QLD 4343",Upper Tenthill,Wright,QLD,,
,138.59,FALSE,FALSE,FALSE,FALSE,,,,-34.9643,,,,,Assisted,Goodwood Rd,Church,,,Church of the Trinity,"Church of the Trinity, 318 Goodwood Rd, CLARENCE PARK, SA 5034",Clarence Park,Adelaide,SA,,
Egg and Bacon sandwiches Sausages Barista Coffee and soft drinks,138.705,FALSE,FALSE,FALSE,TRUE,2016-06-28 14:15:56.556781+00,2016-06-28 14:15:56.556781+00,,-34.8342,Ardtornish Fundraising BBQ,,,"{""has_coffee"":true,""has_bacon_and_eggs"":true}",Assisted,Main access is via Saarinen Ave,Public School,,,Ardtornish Primary School,"Ardtornish Primary School, Saarinen Ave, ST AGNES, SA 5097",St Agnes West,Makin,SA,3299,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3299/St-Agnes-West/no
,138.56602,FALSE,FALSE,FALSE,FALSE,,,,-34.88015,,,,,Assisted,Enter from Boomerang Rd,Church,,,Church of the Nazarene,"Church of the Nazarene, Cnr Days & Boomerang Rds, CROYDON PARK, SA 5008",Croydon Park,Adelaide,SA,,
Sausage Sizzle Cake stall Drinks,144.9,FALSE,FALSE,TRUE,TRUE,2016-07-02 04:50:22.167809+00,2016-06-25 07:45:50.405816+00,,-37.8063,Footscray City Primary School,,Election Sausage Sizzle,"{""has_coffee"":true}",Assisted,Hyde & Bristow St,Public School,,,Footscray City Primary School,"Footscray City Primary School, 10 Hyde St, FOOTSCRAY, VIC 3011",Footscray South,Gellibrand,VIC,2760,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2760/Footscray-City-Primary-School-Footscray-City-Primary-School/no
,138.602,FALSE,FALSE,FALSE,FALSE,,,,-34.8655,,,,,Assisted,enter from Clarice Ave or Harewood Ave,Public School,,,Enfield Primary School,"Enfield Primary School, Clarice Ave, ENFIELD, SA 5085",Enfield,Adelaide,SA,,
,138.603859,FALSE,FALSE,FALSE,FALSE,,,,-34.851301,,,,,Assisted,Whittington St,,,,St Gabriel's School,"St Gabriel's School, 17 Whittington St, ENFIELD, SA 5085",Enfield North,Adelaide,SA,,
,138.588163,FALSE,FALSE,FALSE,FALSE,,,,-34.86216,,,,,Assisted,Le Hunte St,,,,St Brigid's Parish Hall,"St Brigid's Parish Hall, 43 Le Hunte St, KILBURN, SA 5084",Kilburn,Adelaide,SA,,
Cake stall to fund school improvements ,138.57221,FALSE,FALSE,TRUE,FALSE,2016-07-01 06:20:22.277287+00,2016-07-01 06:17:59.003583+00,,-34.94303,Richmond Primary School Cake Stall,,User-submitted,{},Assisted,Surrey Rd,Public School,,,Richmond Primary School,"Richmond Primary School, 8 Surrey Rd, KESWICK, SA 5035",Keswick,Adelaide,SA,,
Come down to the vines area and get yourself a sausage and a drink on Election Day. We will be open from 8am till 4pm. All proceeds go back to the school,138.6277398,FALSE,FALSE,FALSE,TRUE,2016-06-30 12:09:26.102946+00,2016-06-30 12:09:26.102946+00,,-34.905367,East Adelaide School Sausage Sizzle,,,{},None,Third Ave,,,,East Adelaide Primary School,"East Adelaide Primary School, Second Ave, ST PETERS, SA 5069",St Peters,Adelaide,SA,3737,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3737/St-Peters-East/no
,138.619864,FALSE,FALSE,FALSE,FALSE,,,,-34.848419,,,,,Assisted,North Avenue,Public School,,,Northfield Primary School,"Northfield Primary School, North Ave, NORTHFIELD, SA 5085",Northfield,Adelaide,SA,,
,138.626,FALSE,TRUE,FALSE,FALSE,2016-07-02 06:04:51.986652+00,2016-07-02 06:04:51.986652+00,,-34.871,,,Twitter,{},Assisted,Enter via Karoomba Ave,Public School,,,Hampstead Primary School,"Hampstead Primary School, 38 Muller Rd, GREENACRES, SA 5086",Greenacres,Adelaide,SA,,
"Pumpkin soup, scones with jam and cream, tea and coffee.",138.62051,FALSE,FALSE,TRUE,FALSE,2016-07-02 02:10:12.861991+00,2016-07-02 02:10:12.861991+00,,-34.95773,,,Email,"{""has_coffee"":true}",Assisted,Gates 1 and 2 Fisher St,,,,Highgate Park,"Highgate Park, 103 Fisher St, FULLARTON, SA 5063",Fullarton,Adelaide,SA,,
,139.045,FALSE,FALSE,FALSE,FALSE,,,,-34.5044,,,,,Assisted,Entry via main door,Community Hall,,,Angaston Town Hall,"Angaston Town Hall, Washington St, ANGASTON, SA 5353",Angaston,Barker,SA,,
,139.611084,FALSE,FALSE,FALSE,FALSE,,,,-34.350469,,,,,Assisted,Entry via main door,Public School,,,Blanchetown Primary School,"Blanchetown Primary School, Godley St, BLANCHETOWN, SA 5357",Blanchetown,Barker,SA,,
,138.612,FALSE,FALSE,FALSE,FALSE,,,,-34.9584,,,,,Assisted,Marlborough Street,Church,,,Malvern Uniting Church,"Malvern Uniting Church, 44 Marlborough St, MALVERN, SA 5061",Malvern,Adelaide,SA,,
,138.607119,FALSE,FALSE,FALSE,TRUE,2016-07-02 04:13:08.340419+00,2016-07-02 04:13:08.340419+00,,-34.960398,,,Twitter,{},Assisted,,Church,,,Unley Park Baptist Church,"Unley Park Baptist Church, 1 Northgate St, UNLEY PARK, SA 5061",Hyde Park,Adelaide,SA,,
,140.453,FALSE,FALSE,FALSE,FALSE,,,,-34.252,,,,,Assisted,Enter from James Tce. On street parking only.,Other,,,Barmera Recreation Centre,"Barmera Recreation Centre, James Tce, BARMERA, SA 5345",Barmera,Barker,SA,,
Sausage in bread from 8 am,140.01,FALSE,FALSE,FALSE,TRUE,2016-06-30 06:18:22.472942+00,2016-06-30 06:18:22.472942+00,,-37.4763,Beachport Primary School Sausage Sizzle ,,,{},Assisted,Entry via main door,Other,,,Beachport Recreation Centre,"Beachport Recreation Centre, Golf Course Rd, BEACHPORT, SA 5280",Beachport,Barker,SA,3659,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3659/Beachport/no
,138.631,FALSE,FALSE,FALSE,FALSE,,,,-34.9188,,,,,Assisted,Osmond Tce,Public School,,,Norwood Primary School,"Norwood Primary School, 37 Osmond Tce, NORWOOD, SA 5067",Norwood West,Adelaide,SA,,
"sausage, cake and garage sale",138.581,FALSE,FALSE,TRUE,TRUE,2016-07-01 23:57:51.350323+00,2016-07-01 23:57:51.350323+00,,-34.8944,Brompton Primary School,,,{},Assisted,Napier St,Public School,,,Brompton Primary School,"Brompton Primary School, Napier St, RENOWN PARK, SA 5008",Renown Park,Adelaide,SA,,
,140.7693,FALSE,FALSE,FALSE,FALSE,,,,-36.31303,,,,,Assisted,Entry via main door,Public School,,,Bordertown High School,"Bordertown High School, 30 South Tce, BORDERTOWN, SA 5268",Bordertown,Barker,SA,,
,139.764,FALSE,FALSE,FALSE,FALSE,,,,-34.0393,,,,,Assisted,Entry via main door,,,,Cadell Institute,"Cadell Institute, McGuire Tce, CADELL, SA 5321",Cadell,Barker,SA,,
,140.399,FALSE,FALSE,FALSE,FALSE,,,,-37.9136,,,,,Assisted,Entry via main door,,,,Carpenter Rocks Recreation Hall,"Carpenter Rocks Recreation Hall, Sec 617, Carpenter Rocks RdCARPENTER ROCKS, SA 5291",Carpenter Rocks,Barker,SA,,
,140.729,FALSE,FALSE,FALSE,FALSE,,,,-37.8019,,,,,Assisted,Entry via main door,,,,Compton Soldiers Memorial Hall,"Compton Soldiers Memorial Hall, 1 Compton Hall Rd, SUTTONTOWN, SA 5291",Compton,Barker,SA,,
,139.859,FALSE,FALSE,FALSE,FALSE,,,,-35.6972,,,,,Assisted,Entry via main door,,,,Coonalpyn Hall,"Coonalpyn Hall, Dukes Hwy, COONALPYN, SA 5265",Coonalpyn,Barker,SA,,
,140.833,FALSE,FALSE,FALSE,FALSE,,,,-37.2914,,,,,Assisted,Entry via main door,,,,Coonawarra Soldiers Memorial Hall,"Coonawarra Soldiers Memorial Hall, Cnr Memorial Dr and Davis Rd, COONAWARRA, SA 5263",Coonawarra,Barker,SA,,
"Sausages on bread, drinks, cake stall. ",138.62,FALSE,FALSE,TRUE,TRUE,2016-06-22 03:26:37.517212+00,2016-06-22 03:26:37.517212+00,,-34.9446,Parkside Primary School,,Election Sausage Sizzle,{},Assisted,Robsart Street,Public School,,,Parkside Primary School,"Parkside Primary School, 12 Robsart St, PARKSIDE, SA 5063",Parkside,Adelaide,SA,3015,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3015/Parkside-Primary-School-Parkside-Primary-School/no
,140.956,FALSE,FALSE,FALSE,FALSE,,,,-36.7096,,,,,None,Entry via main door,,,,Frances Soldiers Memorial Institute,"Frances Soldiers Memorial Institute, Lot 37 Railway Tce, FRANCES, SA 5262",Frances,Barker,SA,,
,140.857,FALSE,FALSE,FALSE,FALSE,,,,-37.8401,,,,,Assisted,Entry via main door,,,,Glenburnie Memorial Hall,"Glenburnie Memorial Hall, Casterton Rd, GLENBURNIE, SA 5291",Glenburnie,Barker,SA,,
,139.436,FALSE,FALSE,FALSE,FALSE,,,,-35.2657,,,,,Assisted,Main door from Henningson Rd. Side entrance with ramp for wheelchairs.,,,,Jervois Memorial Hall,"Jervois Memorial Hall, Williams St, JERVOIS, SA 5259",Jervois,Barker,SA,,
Sausages to support the local Dragonboat Club,139.305731,FALSE,FALSE,FALSE,TRUE,2016-07-02 07:04:50.458424+00,2016-07-02 07:04:43.305284+00,,-34.915509,Dragonboat Club,,User-submitted,{},Assisted,Entry via main door,Other,,,Mannum Leisure Centre,"Mannum Leisure Centre, 51 Adelaide Rd, MANNUM, SA 5238",Mannum,Barker,SA,,
,139.896074,FALSE,FALSE,FALSE,FALSE,,,,-35.093428,,,,,Assisted,Gate from Peake St. Enter through main door on Peake St side and proceed to basketball court.,,,,Karoonda Institute,"Karoonda Institute, 15 Peake St, KAROONDA, SA 5307",Karoonda,Barker,SA,,
,140.561,FALSE,FALSE,FALSE,FALSE,,,,-37.8986,,,,,Assisted,Entry via main door,,,,Kongorong Soldiers Memorial Institute,"Kongorong Soldiers Memorial Institute, Hay Tce, KONGORONG, SA 5291",Kongorong,Barker,SA,,
,140.516171,FALSE,FALSE,FALSE,FALSE,,,,-35.331406,,,,,None,Entry via main door,,,,Lameroo Memorial Hall,"Lameroo Memorial Hall, 61-65 Railway Tce Sth, LAMEROO, SA 5302",Lameroo,Barker,SA,,
Sausage Sizzle,140.625,FALSE,FALSE,FALSE,TRUE,2016-07-01 13:41:15.556052+00,2016-07-01 13:41:15.556052+00,,-34.4138,Primary School Sausage Sizzle,,User-submitted,{},Assisted,Access off Balfour-Ogilvy Rd. Open entrance.,Public School,,,Loxton North Primary School,"Loxton North Primary School, 379 Balfour-Ogilvy Rd, LOXTON NORTH, SA 5333",Loxton North,Barker,SA,,
,140.367,FALSE,FALSE,FALSE,FALSE,,,,-36.9716,,,,,Assisted,Entry via main door,,,,Lucindale Memorial Hall,"Lucindale Memorial Hall, Centenary Ave, LUCINDALE, SA 5272",Lucindale,Barker,SA,,
,140.407,FALSE,FALSE,FALSE,FALSE,,,,-34.2431,,,,,Assisted,Entry via main door,Public School,,,Cobdogla Primary School,"Cobdogla Primary School, Dolan St, COBDOGLA, SA 5346",Cobdogla,Barker,SA,,
,139.280827,FALSE,FALSE,FALSE,FALSE,,,,-34.6526973,,,,,Assisted,,Public School,,,Cambrai Area School,"Cambrai Area School, Main Rd, CAMBRAI, SA 5353",Cambrai,Barker,SA,,
,140.337,FALSE,FALSE,FALSE,FALSE,,,,-37.4085,,,,,None,Entry via main door,Community Hall,,,Furner Community Hall,"Furner Community Hall, North Tce, FURNER, SA 5280",Furner,Barker,SA,,
,139.701,FALSE,FALSE,FALSE,FALSE,,,,-35.4722,,,,,None,Entry via main door,Church,,,Coomandook Uniting Church Hall,"Coomandook Uniting Church Hall, Dukes Hwy, COOMANDOOK, SA 5261",Coomandook,Barker,SA,,
,140.351,FALSE,FALSE,FALSE,FALSE,,,,-36.1007,,,,,Assisted,Entry via main door,Public School,,,Keith Area School,"Keith Area School, Tolmer Tce, KEITH, SA 5267",Keith,Barker,SA,,
