state,polling_place_name,premises,division,address,lon,lat
VIC,Creswick,Creswick Neighbourhood Centre,Ripon District,"19-21 Victoria Street, Creswick, 3363",143.8922923,-37.42216064
VIC,Bairnsdale West,Bairnsdale West Primary School,Gippsland East District,"Wallace Street (access via McKean Street), Bairnsdale, 3875",147.6086616,-37.82345022
VIC,Lucknow West,Lucknow Primary School,Gippsland East District,"Balmoral Crescent, Eastwood, 3875",147.6307258,-37.81365256
VIC,Marlo,Marlo Primary School,Gippsland East District,"Jorgensen Street, Marlo, 3888",148.53504,-37.79627
VIC,Bonnie Doon,Bonnie Doon Community Centre (Library),Eildon District,"75 Arnot Street, Bonnie Doon, 3720",145.852598,-37.025576
VIC,Mildura City Central,Mildura Senior Citizens Centre,Mildura District,"129-133 Tenth Street, Mildura, 3500",142.158106,-34.187487
VIC,Tatura,Tatura Primary School,Shepparton District,"Corner Service and Albert Streets ,  (access via Service Street), Tatura, 3616",145.22992,-36.44497
VIC,Wangaratta West,Wangaratta West Primary School,Ovens Valley District,"47-49 Phillipson Street, Wangaratta, 3677",146.30442,-36.35413
VIC,Horsham South,Green Park Kindergarten,Lowan District,"20 Williams Road, Horsham, 3400",142.208767,-36.726282
VIC,Wattle Park,9th Box Hill Scout Hall,Burwood District,"1228 Riversdale Road (enter via Rotary Court), Box Hill South, 3128",145.1205544,-37.83929761
VIC,Ashburton,Ashburton Primary School,Burwood District,"Fakenham Road, Ashburton, 3147",145.08381,-37.86221
VIC,Bannockburn,Bannockburn Cultural Centre,Polwarth District,"27 High Street, Bannockburn, 3331",144.1710201,-38.04734045
VIC,Eaglehawk West,Bendigo Badminton and Table Tennis Complex,Bendigo West District,"Victoria Street, Eaglehawk, 3556",144.248458,-36.72597701
VIC,Bentleigh West,Bentleigh West Primary School,Bentleigh District,"23 Brewer Road, Bentleigh, 3204",145.02677,-37.92059
VIC,Clunes,Clunes Primary School,Ripon District,"1 Canterbury Road, Clunes, 3370",143.79211,-37.29075
VIC,Mount Clear,Damascus College,Buninyong District,"1412 Geelong Road, Mount Clear, 3350",143.8688512,-37.6120703
VIC,Kingsville West,Kingsville Kindergarten,Footscray District,"35a Roberts Street, West Footscray, 3012",144.871271,-37.804198
VIC,Knox Park,Knox Park Primary School,Ferntree Gully District,"117 Kathryn Road, Knoxfield, 3180",145.2514,-37.88363
VIC,Oakleigh North,Oakleigh Occasional Care Centre - Chadstone,Oakleigh District,"22 Cabena Crescent, Chadstone, 3148",145.0959,-37.890815
VIC,Cheltenham West,Olympic Avenue Kindergarten,Sandringham District,"28 Olympic Avenue, Cheltenham, 3192",145.0464782,-37.96185829
VIC,Waubra,Waubra Primary School,Ripon District,"2110 Sunraysia Highway, Waubra, 3352",143.63446,-37.35384
VIC,Mulgrave,Wellington Reserve Community Centre (Neighbourhood House),Mulgrave District,"36-42 Mackie Road, Mulgrave, 3170",145.1624449,-37.92657696
VIC,Castlemaine,Castlemaine Catholic Church Hall (St Mary's),Bendigo West District,"Corner Hargraves and Lyttleton Streets, Castlemaine, 3450",144.219851,-37.064593
VIC,Spotswood,Spotswood Primary School,Williamstown District,"corner Reed Street and Melbourne Road, Spotswood, 3015",144.88192,-37.83063
VIC,Toorloo Arm,Toorloo Arm Primary School,Gippsland East District,"315 Lake Tyers Beach Road, Lake Tyers, 3909",148.05097,-37.85254
VIC,Eynesbury,Eynesbury Discovery Centre,Melton District,"479-481 Eynesbury Road, Eynesbury, 3338",144.5666071,-37.78870612
VIC,Toorak West,Geelong Grammar School - Toorak Campus,Prahran District,"14 Douglas Street, Toorak, 3142",145.0083995,-37.83985296
VIC,South Yarra,Melbourne Girls Grammar Junior School,Prahran District,"100 Caroline Street, South Yarra, 3141",144.988835,-37.835362
VIC,Tarneit North,Tarneit P-9 School,Tarneit District,"Corner Crossways Avenue and Brinbrook Street, Tarneit, 3029",144.68073,-37.83651
VIC,Arcadia,Arcadia Community Centre,Euroa District,"Main Street, Arcadia, 3631",145.3331601,-36.56340308
VIC,Ballendella,Ballendella Community Hall,Murray Plains District,"Waterman Lane, Ballendella, 3561",144.6513093,-36.29853374
VIC,Cohuna,Cohuna Memorial Hall,Murray Plains District,"23 King Edward Street, Cohuna, 3568",144.221383,-35.810653
VIC,Dingee,Dingee Memorial Hall,Bendigo East District,"26 Mack Street, Dingee, 3571",144.23215,-36.367996
VIC,Echuca,Echuca Primary School (Gymnasium),Murray Plains District,"Landsborough Street, Echuca, 3564",144.746047,-36.128213
VIC,Echuca South,Echuca Specialist School,Murray Plains District,"238 High Street, Echuca, 3564",144.753774,-36.14645744
VIC,Sunnycliffs,Irymple South Primary School,Mildura District,"3208 Fifteenth Street, Irymple, 3500",142.1906603,-34.25250044
VIC,Kyabram,Kyabram P-12 College,Murray Plains District,"57 Fischer Street, Kyabram, 3620",145.0530357,-36.31775723
VIC,Murrayville,Mallee Track Health & Community Service,Mildura District,"32 Gray Street, Murrayville, 3512",141.180696,-35.262536
VIC,Sandhurst,Marion Centre Theatre/Catholic College,Bendigo West District,"Barkly Street, Bendigo, 3550",144.2735372,-36.75256486
VIC,Nanneella,Nanneella Estate Primary School,Murray Plains District,"159 Bennett Road, Nanneella, 3561",144.7777762,-36.31304418
VIC,Piangil,Piangil Community Centre,Mildura District,"Beveridge Street, Piangil, 3575",143.3129081,-35.05529958
VIC,Robinvale,Robinvale Community Arts Centre,Mildura District,"Corner Robin Street and McLennan Drive, Robinvale, 3549",142.7720096,-34.5792194
VIC,Kennington,St Therese's Primary School,Bendigo East District,"27 Albion Street, Kennington, 3550",144.298229,-36.766426
VIC,Yalca North,Stan Brown Pavilion,Shepparton District,"Murray Valley Highway, Yalca, 3637",145.2343556,-35.9276651
VIC,Thoona,Thoona Memorial Hall,Euroa District,"Sargeant Street, Thoona, 3726",146.0772465,-36.3398564
VIC,Toolamba,Toolamba Primary School,Shepparton District,"Wren Street, Toolamba, 3614",145.3444264,-36.49071788
VIC,Violet Town,Violet Town Community Complex,Euroa District,"35 Cowslip Street, Violet Town, 3669",145.717452,-36.636913
VIC,Waaia,Waaia/Yalca South Primary School,Shepparton District,"1 Cowan Street, Waaia, 3637",145.32862,-36.05147
VIC,Walpeup,Walpeup Community Hall,Mildura District,"Richardson Street, Walpeup, 3507",142.0235725,-35.13807718
VIC,Woorinen,Woorinen District Primary School,Murray Plains District,"49 Palmer Street, Woorinen South, 3589",143.45351,-35.29033
VIC,Cranbourne South West,Barton Primary School,Cranbourne District,"90 Everlasting Boulevard, Cranbourne West, 3977",145.23971,-38.115
VIC,Carisbrook,Carisbrook Primary School,Ripon District,"2 Camp Street, Carisbrook, 3464",143.8125692,-37.05166254
VIC,Clarkefield,Clarkefield Recreation Hall,Macedon District,"Station Street, Clarkefield, 3430",144.748619,-37.48378409
VIC,Delacombe,Doug Dean Sports Stadium,Wendouree District,"16 Nandiriog Drive, Delacombe, 3356",143.8177917,-37.58378945
VIC,Elliminyt,Elliminyt Primary Events & Education Centre (EPEE),Polwarth District,"Main Street, Elliminyt, 3249",143.583606,-38.36058651
VIC,Cranbourne North West,Fairhaven Family and Children's Centre,Cranbourne District,"42-52 Fairhaven Boulevard, Cranbourne West, 3977",145.2593671,-38.09026721
VIC,Goornong,Goornong Soldiers Memorial Hall,Bendigo East District,"32 Railway Place, Goornong, 3557",144.505519,-36.615228
VIC,Clyde North East,Rivercrest Christian College,Bass District,"Gate 5, 500 Soldiers Road, Clyde North, 3978",145.3728705,-38.08479558
VIC,White Hills,Holy Rosary Parish Centre (Ted Harte Centre),Bendigo East District,"2 Hamelin Street, White Hills, 3550",144.3100504,-36.726255
VIC,Kinglake West,Kinglake West Mechanics Institute Hall,Eildon District,"1055 Whittlesea-Kinglake Road, Kinglake West, 3757",145.258274,-37.48111
VIC,Kyneton,Kyneton Toyota Sports-Aquatic Centre,Macedon District,"4 Victoria Street, Kyneton, 3444",144.458762,-37.24840318
VIC,Laharum,Laharum Public Hall,Lowan District,"1587 Northern Grampians Road, Laharum, 3401",142.323147,-36.94633251
VIC,Mount Wallace,Mount Wallace Fire Station,Buninyong District,"10 Brisbane Ranges Road, Mount Wallace, 3342",144.223338,-37.745448
VIC,Narbethong,Narbethong Fire Station,Eildon District,"628 Maroondah Highway, Narbethong, 3778",145.661841,-37.549207
VIC,Riverside,Old Skool Park Reserve,Lowan District,"158 Riverside Road, Riverside, 3401",142.237609,-36.70119125
VIC,St Arnaud,St Arnaud Senior Citizens Clubrooms,Ripon District,"Golden Street, St Arnaud, 3478",143.2588438,-36.6156274
VIC,Clarkes Hill,St Mary's  Catholic School,Buninyong District,"131 Powells Road, Clarkes Hill, 3352",143.988693,-37.500477
VIC,Bairnsdale,St Mary's Parish Centre - Bairnsdale,Gippsland East District,"23 Pyke Street (access via McDonalds carpark), Bairnsdale, 3875",147.627184,-37.826368
VIC,Port Fairy,St Patrick's Parish Primary School,South-West Coast District,"9 William Street, Port Fairy, 3284",142.231952,-38.386336
VIC,Amstel,St Peter's Catholic Co-Ed College,Cranbourne District,"1005 Cranbourne-Frankston Road, Cranbourne West, 3977",145.2575542,-38.10848734
VIC,Sandy Point,T.P. Taylor Community Centre,Gippsland South District,"Church Parade, Sandy Point, 3959",146.1252347,-38.82973471
VIC,Meeniyan,Tarwin Valley Primary School,Gippsland South District,"6 Geale Street, Meeniyan, 3956",146.0151798,-38.5793397
VIC,Tinamba,Tinamba Community Meeting Room (old CFA Complex),Gippsland East District,"17-19 Traralgon-Maffra Road, Tinamba, 3859",146.891884,-37.963457
VIC,Tyrendarra,Tyrendarra War Memorial Hall (Public Hall),South-West Coast District,"Princes Highway, Tyrendarra, 3285",141.778877,-38.2187211
VIC,Springbank,Wallace Recreation Reserve,Buninyong District,"Ormond Road, Wallace, 3352",144.0489385,-37.55189095
VIC,Warragul East,Warragul Community Preschool,Narracan District,"1 Mouritz Street, Warragul, 3820",145.94592,-38.16116
VIC,Warragul,Warragul Primary School - Senior Campus,Narracan District,"48 - 62 Bowen Street, Warragul, 3820",145.92847,-38.15708
VIC,Warrnambool,Warrnambool Temperance Hall,South-West Coast District,"195 Koroit Street, Warrnambool, 3280",142.480795,-38.382595
VIC,Clyde North,Wilandra Rise Primary School,Cranbourne District,"Haflinger Avenue, Clyde North, 3978",145.3202743,-38.10892384
VIC,Wiridjil,Wiridjil Hall,Polwarth District,"Princetown Road, Cooriemungle, 3269",143.1502442,-38.6210636
VIC,Yarck,Yarck Community Hall,Eildon District,"6583 Maroondah Highway, Yarck, 3719",145.6161031,-37.10194598
VIC,Brooklyn,Annunciation Primary School,Williamstown District,"4-14 Nolan Avenue, Brooklyn, 3012",144.8480089,-37.82121991
VIC,Creekside,Creekside College,Kororoit District,"The Crossing , Caroline Springs, 3023",144.7380296,-37.73514959
VIC,Norlane,Croatian Community Centre,Lara District,"172-178 Cox Road, Norlane, 3214",144.3379127,-38.08102773
VIC,Ferntree Gully North,Ferntree Gully North Primary School,Ferntree Gully District,"111 Forest Road, Ferntree Gully, 3156",145.2993966,-37.87480916
VIC,St Helens,Geelong Arena,Lara District,"110 Victoria Street, North Geelong, 3215",144.3517432,-38.12335215
VIC,Armstrong Creek,Geelong Lutheran College,South Barwon District,"2-38 Burvilles Road, Armstrong Creek, 3217",144.3398645,-38.23107976
VIC,Tarneit West,Good News Lutheran College,Tarneit District,"Caraleena Drive, Tarneit, 3029",144.6666,-37.85525
VIC,Grovedale,Grovedale West Primary School,South Barwon District,"85 Heyers Road, Grovedale, 3216",144.3280629,-38.20839248
VIC,Lilydale Lake,Lilydale Baptist Church,"Evelyn District, Monbulk District","305 Swansea Road, Lilydale, 3140",145.3624492,-37.7763695
VIC,Lilydale,Lilydale Primary School,Evelyn District,"corner Jones and Castella Streets, Lilydale, 3140",145.3541048,-37.75351335
VIC,Mt Evelyn South,Mount Evelyn Primary School,Evelyn District,"33 Monbulk Road, Mount Evelyn, 3796",145.389069,-37.790832
VIC,Kidman,Oberon High School,Geelong District,"12 Pickett Crescent (access via Kidman Avenue), Belmont, 3216",144.3390933,-38.18684189
VIC,Queenscliff,Queenscliff Primary School,Bellarine District,"Stokes Street, Queenscliff, 3225",144.656195,-38.26713524
VIC,Rolling Hills,Rolling Hills Primary School,Evelyn District,"52 Landscape Drive, Mooroolbark, 3138",145.326723,-37.766576
VIC,Somers,RW Stone Pavilion,Nepean District,"68 Camp Hill Road, Somers, 3927",145.164216,-38.390014
VIC,Point Cook East,Saltwater Community Centre,Altona District,"153 Saltwater Promenade, Point Cook, 3030",144.7703896,-37.91111594
VIC,Seville,Seville Primary School,Evelyn District,"639 Warburton Highway, Seville, 3139",145.46441,-37.77389
VIC,Springside,Springside P-9 College,Sydenham District,"22-50 Becca Way, Caroline Springs, 3023",144.73867,-37.71118
VIC,Truganina,St Clare's Catholic Primary School,Tarneit District,"130 Marquands Road, Truganina, 3029",144.7284386,-37.84349538
VIC,Highton Central,St Luke's  Uniting Church,South Barwon District,"174 Barrabool Road, Highton, 3216",144.310224,-38.169056
VIC,Keilor East,St Peter's School,Niddrie District,"2a Parkside Avenue, Keilor East, 3033",144.8592874,-37.74490602
VIC,Belgrave,St Thomas More Primary School,Monbulk District,"Reynolds Lane, Belgrave, 3160",145.35268,-37.908415
VIC,Sydenham,Sydenham-Hillside Primary School - Sydenham Campus,Sydenham District,"39-49 Community Hub, Sydenham, 3037",144.7621,-37.70218
VIC,Tarneit Rise,Tarneit Rise Primary School,Tarneit District,"Rifflebird Drive, Tarneit, 3029",144.6652884,-37.83685907
VIC,Tarneit East,Thomas Carr College,Tarneit District,"35 Thomas Carr Drive, Tarneit, 3029",144.6998057,-37.84786579
VIC,Westpark,Wallaroo Primary School,Hastings District,"Stalwart Avenue, Hastings, 3915",145.1730146,-38.2980517
VIC,Wandin Yallock,Wandin Yallock Primary School,Evelyn District,"105 Beenak Road, Wandin North, 3139",145.4363947,-37.79011373
VIC,Rowville East,1st Rowville Scout Hall,Rowville District,"61 Turramurra Drive, Rowville, 3178",145.2437801,-37.92440263
VIC,Beaumaris,Beaumaris Anglican Church,Sandringham District,"28-30 Dalgetty Road, Beaumaris, 3193",145.0370363,-37.99100252
VIC,Bulleen,Bulleen Heights School Pleasant Road Campus,Bulleen District,"49-61 Pleasant Road, Bulleen, 3105",145.09506,-37.76329
VIC,Clarence,Caulfield South Community House Hall,Caulfield District,"450 Kooyong Road (access via Jupiter Street), Caulfield South, 3162",145.013672,-37.894989
VIC,Chelsea,Chelsea Activity Hub,Mordialloc District,"3 Showers Avenue, Chelsea, 3196",145.113987,-38.050023
VIC,Queen Victoria,Drill  Hall,Melbourne District,"51-57 Victoria Street, Melbourne, 3000",144.9606114,-37.80669041
VIC,Glendal,Glendal Primary School,Mount Waverley District,"55 Nottingham Street, Glen Waverley, 3150",145.15898,-37.8673
VIC,Glenferrie,Hawthorn Arts Centre (Chandelier Room),Hawthorn District,"360 Burwood Road, Hawthorn, 3122",145.0359597,-37.8230333
VIC,Hawthorn,Hawthorn West Primary School,Hawthorn District,"16 Burwood Road, Hawthorn, 3122",145.0180065,-37.82028832
VIC,Noble Park South,Keysborough College-Acacia Campus,Keysborough District,"28 Isaac Road, Keysborough, 3173",145.18223,-37.98465
VIC,Bulleen West,Koonarra Hall (previously tennis club),Bulleen District,"7 Balwyn Road, Bulleen, 3105",145.088614,-37.778343
VIC,Malvern Central,Korean Church of Melbourne,Malvern District,"23-27 Glendearg Grove, Malvern, 3144",145.032674,-37.867001
VIC,East Melbourne,Melbourne Unitarian Church,Melbourne District,"110 Grey Street, East Melbourne, 3002",144.9848,-37.811544
VIC,Moonee Ponds Central,Moonee Ponds Primary School,Essendon District,"87 Wilson Street, Moonee Ponds, 3039",144.933639,-37.763366
VIC,Clifton Hill,Spensley Street  Primary School,Richmond District,"193 Spensley Street, Clifton Hill, 3068",145.00388,-37.78679
VIC,Ringwood,St  Paul's Anglican Church Hall,Ringwood District,"40 Warrandyte Road, Ringwood, 3134",145.231492,-37.80974906
VIC,Balwyn North Central,St Bede's Primary School,Kew District,"2 Marwal Avenue, Balwyn North, 3104",145.071309,-37.794006
VIC,Willison,St Dunstan's Anglican Church Hall,Hawthorn District,"163 Wattle Valley Road, Camberwell, 3124",145.079436,-37.842231
VIC,Bentleigh Central,St John's Anglican Church Hall,Bentleigh District,"624 Centre Road, Bentleigh, 3204",145.051292,-37.920417
VIC,North Melbourne East,St Joseph's Flexible Learning Centre,Melbourne District,"385 Queensberry Street, North Melbourne, 3051",144.95498,-37.80385
VIC,Clareville,St Luke's Anglican Church Hall,Mulgrave District,"59-61 Police Road, Mulgrave, 3170",145.163905,-37.93337
VIC,Jordanville South,St Mary Magdalen's School,Burwood District,"20 Bolwarra Street, Chadstone, 3148",145.101198,-37.879776
VIC,Windsor,St Mary's Parish Hall,Prahran District,"214 Dandenong Road, St Kilda East, 3183",144.99628,-37.858802
VIC,St Kilda East,St Michael's Grammar School,Prahran District,"25 Chapel Street, St Kilda, 3182",144.991481,-37.859536
VIC,Greenvale Park,Aitken College,Yuroke District,"1010 Mickleham Road, Greenvale, 3059",144.8921102,-37.62751043
VIC,Craigieburn North West,Aitken Creek Primary School,Yuroke District,"51-81 Grevillea Street, Craigieburn, 3064",144.90545,-37.58293276
VIC,Reservoir North East,East Reservoir Senior Citizens Centre,Preston District,"7a Strathmerton Street, Reservoir, 3073",145.018633,-37.715936
VIC,Greenbrook,Epping Primary School - Greenbrook Campus,Mill Park District,"60 Peppercorn Parade, Epping, 3076",145.0419863,-37.65020668
VIC,Watsonia,Greensborough College,Bundoora District,"Nell Street, Greensborough, 3088",145.090983,-37.71032948
VIC,Epping North West,Harvest Home Primary School,Thomastown District,"365 Harvest Home Road (access via ,  stadium carpark off Gammage Boulevard), Epping, 3076",145.0011428,-37.62328306
VIC,Fawkner North,John Fawkner Secondary College,Broadmeadows District,"51 Jukes Road, Fawkner, 3060",144.971101,-37.70275465
