ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,McMahons Point Community Centre,North Sydney,McMahons Point Community Centre,"165 Blues Point Road, McMahons Point 2060",-33.8430290,151.2050690,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; No accessible toilet
,Neutral Bay Public School,North Sydney,Neutral Bay Public School,"Bydown Street, Neutral Bay 2089",-33.8322570,151.2199150,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,North Sydney Boys High School,North Sydney,North Sydney Boys High School,"Falcon Street, Crows Nest 2065",-33.8289230,151.2073890,NSW,Full,
,North Sydney Demonstration School,North Sydney,North Sydney Demonstration School,"Bay Road, North Sydney 2060",-33.8345550,151.2037190,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps; Path of travel from car park may be difficult
,St Aloysius' College Junior School,North Sydney,St Aloysius' College Junior School,"29 Burton Street, Milsons Point 2061",-33.8463820,151.2134560,NSW,None,
,St Augustine's Anglican Church Neutral Bay,North Sydney,St Augustine's Anglican Church Neutral Bay,"75 Shellcove Road, Neutral Bay 2089",-33.8354032,151.2220732,NSW,Full,
,St Peters Anglican Church Cremorne,North Sydney,St Peters Anglican Church Cremorne,"29 Waters Road, Cremorne 2090",-33.8285340,151.2249960,NSW,Full,
,Waverton Uniting Church Community Centre,North Sydney,Waverton Uniting Church Community Centre,"75 Bay Road, Waverton 2060",-33.8377440,151.1965320,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Cammeray Public School,"North Sydney, Willoughby",Cammeray Public School,"Bellevue Street, Cammeray 2062",-33.8210930,151.2116320,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Naremburn Cammeray Anglican Church,"North Sydney, Willoughby",Naremburn Cammeray Anglican Church,"Merrenburn Avenue, Naremburn 2065",-33.8184940,151.2013910,NSW,Full,
,Allambie Heights Public School Community Centre,Northern Beaches,Allambie Heights Public School Community Centre,"155 Allambie Road, Allambie Heights 2100",-33.7654890,151.2498530,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Beacon Hill Public School,Northern Beaches,Beacon Hill Public School,"6 Tristram Road, Beacon Hill 2100",-33.7510530,151.2595710,NSW,Full,
,Beacon Hill War Memorial Hall,Northern Beaches,Beacon Hill War Memorial Hall,"35 Willandra Road, Beacon Hill 2100",-33.7528980,151.2614320,NSW,Full,
,Brookvale Public School,Northern Beaches,Brookvale Public School,"Old Pittwater Road, Brookvale 2100",-33.7620090,151.2706610,NSW,Assisted,Building has lips and/or steps; No accessible toilet; Path of travel from car park may be difficult
,Cromer Community Centre,Northern Beaches,Cromer Community Centre,"150 Fisher Road North, Cromer 2099",-33.7424329,151.2823919,NSW,Full,
,Curl Curl North Public School,Northern Beaches,Curl Curl North Public School,"Playfair Road, North Curl Curl 2096",-33.7648620,151.2884370,NSW,Full,
,Dee Why Public School,Northern Beaches,Dee Why Public School,"Fisher Road, Dee Why 2099",-33.7482330,151.2861580,NSW,None,
,Dee Why Surf Life Saving Club,Northern Beaches,Dee Why Surf Life Saving Club,"Dee Why Parade, Dee Why 2099",-33.7524980,151.2965090,NSW,None,
,Freshwater Surf Life Saving Club,Northern Beaches,Freshwater Surf Life Saving Club,"Kooloora Avenue, Freshwater Beach 2096",-33.7805910,151.2896440,NSW,Full,
,Harbord Public School,Northern Beaches,Harbord Public School,"Wyadra Avenue, Harbord 2096",-33.7728310,151.2862160,NSW,Assisted,Path of travel from car park may be difficult
,Manly West Public School,Northern Beaches,Manly West Public School,"Hill Street, Balgowlah 2093",-33.7918170,151.2678920,NSW,Assisted,No designated accessible parking spot
,Mona Vale Memorial Hall,Northern Beaches,Mona Vale Memorial Hall,"Pittwater Road, Mona Vale 2103",-33.6765460,151.3039970,NSW,Full,
,Narraweena Community Centre,Northern Beaches,Narraweena Community Centre,"74 Oceana Street, Narraweena 2099",-33.7521080,151.2748440,NSW,Assisted,Path of travel from car park may be difficult
,Narraweena Public School,Northern Beaches,Narraweena Public School,"Ronald Avenue, Narraweena 2099",-33.7495940,151.2743860,NSW,Full,
,NBSC Freshwater Senior Campus,Northern Beaches,NBSC Freshwater Senior Campus,"153 Harbord Rd, Curl Curl 2096",-33.7676423,151.2795353,NSW,Full,
,Northern Beaches Secondary College - Cromer Campus,Northern Beaches,Northern Beaches Secondary College - Cromer Campus,"South Creek Road, Cromer 2099",-33.7382720,151.2839250,NSW,Assisted,No accessible toilet
,PCYC Northern Beaches,Northern Beaches,PCYC Northern Beaches,"40 Kingsway, Dee Why 2099",-33.7503100,151.2863740,NSW,Full,
,Queenscliff Surf Club,Northern Beaches,Queenscliff Surf Club,"North Steyne, Manly 2095",-33.7861770,151.2877530,NSW,Full,
,St Johns Anglican Church Parish Centre Dee Why,Northern Beaches,St Johns Anglican Church Parish Centre Dee Why,"Avon Road, Dee Why 2099",-33.7545970,151.2921710,NSW,Assisted,No designated accessible parking spot
,St Kevin's Church Hall (Upper Hall) Dee Why,Northern Beaches,St Kevin's Church Hall (Upper Hall) Dee Why,"57-59 Oaks Avenue, Dee Why 2099",-33.7543210,151.2902140,NSW,Full,
,St Kierans Parish Centre Manly Vale,Northern Beaches,St Kierans Parish Centre Manly Vale,"2 King Street, Manly Vale 2093",-33.7823580,151.2674160,NSW,Full,
,St Marks Anglican Church Freshwater,Northern Beaches,St Marks Anglican Church Freshwater,"49 Lawrence Street, Freshwater 2096",-33.7785099,151.2830009,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,St Matthew's Anglican Church,Northern Beaches,St Matthew's Anglican Church,"1 Darley Road, Enter from The Corso, Manly 2095",-33.7984470,151.2863890,NSW,Assisted,No designated accessible parking spot
,Allambie Heights Public Hall,Northern Beaches,Allambie Heights Public Hall,"104 Allambie Road, Allambie Heights 2100",-33.7659859,151.2535217,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot
,Belrose Public School,Northern Beaches,Belrose Public School," 26 Ralston Avenue, Belrose 2085",-33.7279250,151.2155690,NSW,Assisted,No designated accessible parking spot
,Forestville Memorial Hall,Northern Beaches,Forestville Memorial Hall,"3 Starkey Street, Forestville 2087",-33.7616274,151.2170718,NSW,Full,
,Forestville Public School,Northern Beaches,Forestville Public School,"Darley Street, Forestville 2087",-33.7618120,151.2137240,NSW,Assisted,Path of travel from car park may be difficult
,Frenchs Forest Public School,Northern Beaches,Frenchs Forest Public School,"Sorlie Place, Frenchs Forest 2086",-33.7519220,151.2242450,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Kambora Public School,Northern Beaches,Kambora Public School,"Woolrych Crescent, Davidson 2085",-33.7395280,151.1947150,NSW,Assisted,Access ramp does not meet standards; No accessible toilet
,Killarney Heights Public School,Northern Beaches,Killarney Heights Public School,"Melwood Avenue, Killarney Heights 2087",-33.7758780,151.2159190,NSW,Full,
,Mimosa Public School,Northern Beaches,Mimosa Public School,"Blackbutts Road, Frenchs Forest 2086",-33.7433390,151.2043840,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,The Beach School,Northern Beaches,The Beach School,"Malinya Road, Allambie Heights 2100",-33.7714940,151.2623440,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,The Forest High School,Northern Beaches,The Forest High School,"Frenchs Forest Road West, Frenchs Forest 2086",-33.7496260,151.2303830,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps
,Wakehurst Public School,Northern Beaches,Wakehurst Public School,"Glen Street, Belrose 2085",-33.7390540,151.2181760,NSW,Assisted,Path of travel from car park may be difficult
,All Saints Church Hall Balgowlah,Northern Beaches,All Saints Church Hall Balgowlah,"18 Boyle Street, Balgowlah 2093",-33.7950530,151.2671710,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Balgowlah Boys Campus Northern Beaches Secondary School,Northern Beaches,Balgowlah Boys Campus Northern Beaches Secondary School,"Maretimo Street, Balgowlah 2093",-33.7960070,151.2551840,NSW,None,
,Balgowlah Heights Public School,Northern Beaches,Balgowlah Heights Public School,"Lewis Street, Balgowlah Heights 2093",-33.8055440,151.2580410,NSW,Assisted,Access ramp does not meet standards; Path of travel from car park may be difficult; No designated accessible parking spot
,Balgowlah North Public School,Northern Beaches,Balgowlah North Public School,"10 Manning Street, North Balgowlah 2093",-33.7836290,151.2472820,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Seaforth Anglican Church,Northern Beaches,Seaforth Anglican Church,"3 Frenchs Forest Rd, Seaforth 2092",-33.7967975,151.2496574,NSW,Assisted,No designated accessible parking spot
,St Mary's Catholic Church Hall Manly,Northern Beaches,St Mary's Catholic Church Hall Manly,"Whistler Street, Manly 2095",-33.7954090,151.2860810,NSW,Full,
,Collaroy Masonic Hall,Northern Beaches,Collaroy Masonic Hall,"1183 Pittwater Road, Collaroy 2097",-33.7281090,151.2992740,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Access ramp does not meet standards; Building has lips and/or steps
,Collaroy Plateau Public School,Northern Beaches,Collaroy Plateau Public School,"Plateau Road, Collaroy Plateau 2097",-33.7321890,151.2928630,NSW,Full,
,Elanora Heights Public School,Northern Beaches,Elanora Heights Public School,"43 Elanora Road, Elanora Heights 2101",-33.7027710,151.2832980,NSW,None,
,Mona Vale Public School,Northern Beaches,Mona Vale Public School,"Waratah Street, Mona Vale 2103",-33.6767877,151.3003935,NSW,None,
,Mona Vale Surf Club,Northern Beaches,Mona Vale Surf Club,"1 Surfview Road,, Mona Vale Beach, Mona Vale 2103",-33.6788930,151.3137330,NSW,Full,
,Narrabeen Lakes Public School,Northern Beaches,Narrabeen Lakes Public School,"1299 Pittwater Road, Narrabeen 2101",-33.7202350,151.2977190,NSW,Assisted,Path of travel from car park may be difficult
,Narrabeen Sports High School,Northern Beaches,Narrabeen Sports High School,"10 Namona Street, North Narrabeen 2101",-33.7000570,151.2972760,NSW,Assisted,No accessible toilet
,Pittwater High School,Northern Beaches,Pittwater High School,"Mona Street, Mona Vale 2103",-33.6689810,151.3033690,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,RSL Lifecare,Northern Beaches,RSL Lifecare,"90 Veterans Parade, Narrabeen 2101",-33.7215810,151.2848710,NSW,Full,
,Ted Blackwood Community Centre,Northern Beaches,Ted Blackwood Community Centre,"Boondah Road, Warriewood 2102",-33.6971060,151.2988280,NSW,Full,
,Terrey Hills Public School,Northern Beaches,Terrey Hills Public School,"Myoora Road, Terrey Hills 2084",-33.6851930,151.2234130,NSW,Assisted,No designated accessible parking spot
,The Lakes Parish Hall,Northern Beaches,The Lakes Parish Hall,"21 Lagoon Street, Narrabeen 2101",-33.7127910,151.2988410,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Wheeler Heights Public School,Northern Beaches,Wheeler Heights Public School,"36 Veterans Parade, Collaroy Plateau 2097",-33.7282950,151.2861320,NSW,Full,
,Avalon Public School,Northern Beaches,Avalon Public School,"Old Barrenjoey Rd, Avalon Beach 2107",-33.6391840,151.3271540,NSW,None,
,Avalon Recreation Centre,Northern Beaches,Avalon Recreation Centre,"59A Old Barrenjoey Road, Avalon 2107",-33.6357270,151.3294440,NSW,Full,
,Barrenjoey High School,Northern Beaches,Barrenjoey High School,"Tasman Road, Avalon 2107",-33.6324830,151.3349170,NSW,Full,
,Bayview Sea Scout Hall,Northern Beaches,Bayview Sea Scout Hall,"Bayview Park, 1672 Pittwater Road, Bayview 2104",-33.6602230,151.3008040,NSW,None,
,Bilgola Plateau Public School,Northern Beaches,Bilgola Plateau Public School,"Plateau Road, Bilgola Plateau 2107",-33.6445230,151.3142410,NSW,Full,
,Newport Public School,Northern Beaches,Newport Public School,"Stuart Street, Newport 2106",-33.6606780,151.3127520,NSW,Assisted,No designated accessible parking spot
,Newport Surf Club,Northern Beaches,Newport Surf Club,"Barrenjoey Road, Newport 2106",-33.6537660,151.3226150,NSW,None,
,Palm Beach Kindergarten,Northern Beaches,Palm Beach Kindergarten,"1053 Barrenjoey Road, Palm Beach 2108",-33.6025140,151.3191170,NSW,Assisted,No accessible toilet
,Black Springs Public School,Oberon,Black Springs Public School,"Avoca Street, Black Springs 2787",-33.8460270,149.7421380,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; No accessible toilet; Access ramp does not meet standards
,Oberon Library & Community Centre,Oberon,Oberon Library & Community Centre,"74A Dart Street, Oberon 2787",-33.7031400,149.8559970,NSW,Full,
,Anson Street School,Orange,Anson Street School,"94 Anson Street, Orange 2800",-33.2962010,149.0965390,NSW,Full,
,Bletchington Public School,Orange,Bletchington Public School,"Matthews Avenue, Orange 2800",-33.2694250,149.1034030,NSW,Full,
,Calare Public School,Orange,Calare Public School,"Frost Street, Orange 2800",-33.2867170,149.0802440,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot
,Colour City Church Orange,Orange,Colour City Church Orange,"17 Ralston Drive, Orange 2800",-33.2464300,149.1047620,NSW,Full,
,Glenroi Heights Public School,Orange,Glenroi Heights Public School,"Maxwell Avenue, Orange 2800",-33.2974640,149.1117270,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Kenna Hall,Orange,Kenna Hall,"90 Hill Street, Orange 2800",-33.2798310,149.0947790,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Lucknow Community Hall,Orange,Lucknow Community Hall,"Newman Street, Lucknow 2800",-33.3445040,149.1611950,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards; No accessible toilet
